FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ITA,Italy,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,61.33,62.61,64.53,67.25,69.23,70.66,71.31,,,,,,,
A,Annual,ITA,Italy,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,35.9,26.74,35.07,41.69,39.58,37.98,40.92,,,,,,,
A,Annual,JAM,Jamaica,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,244.0,231.0,235.0,224.0,244.0,235.0,242.0,240.0,240.0,243.0,245.0,259.0,257.0,269.0
A,Annual,JAM,Jamaica,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,680.0,654.0,714.0,644.0,784.0,772.0,789.0,796.0,821.0,904.0,615.0,721.0,921.0,993.0
A,Annual,JOR,Jordan,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,295.0,303.0,341.0,328.0,340.0,360.0,326.0,275.0,313.0,266.0,244.0,378.0,294.0,271.0
A,Annual,JOR,Jordan,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,605.0,683.0,769.0,793.0,694.0,780.0,807.0,730.0,680.0,675.0,630.0,715.0,861.0,780.0
A,Annual,JPN,Japan,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,62241.0,69841.0,62342.0,65167.0,84806.0,84308.0,95188.0,99559.0,104858.0,116991.0,114854.0,121260.0,113528.0,120276.0
A,Annual,JPN,Japan,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,66944.0,73566.0,75605.0,76378.0,94121.0,95161.0,103577.0,107014.0,116064.0,134111.0,138843.0,148236.0,144842.0,150773.0
A,Annual,JPN,Japan,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,98.69,99.84,,99.68,,,99.46,,,
A,Annual,JPN,Japan,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,86.99,,,,,,,,,
A,Annual,JPN,Japan,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,21.68,23.04,,20.24,,,,,,
A,Annual,JPN,Japan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,57.26,,,,,,,,,
A,Annual,JPN,Japan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,86.99,89.49,,90.32,,,89.61,,,
A,Annual,JPN,Japan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,32.54,33.93,,32.66,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,529.0,563.0,581.0,622.0,647.0,572.0,551.0,524.0,576.0,737.0,773.0,861.0,1330.0,2406.0
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,5232.0,4679.0,5128.0,5384.0,6703.0,5399.0,5081.0,4542.0,6092.0,5259.0,4490.0,3739.0,3732.0,4689.0
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,66.92,,61.38,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,28.55,,39.56,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B12_IDEL,Proportion of businesses using the Internet for delivering products online,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,0.97,,,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,23.8,,31.96,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,58.44,,55.34,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,21.33,,15.55,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,4.51,,7.0,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,1.55,,1.2,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B12_ICUST,Proportion of businesses using the Internet for providing customer services,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,5.97,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,15.41,,18.99,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,5.87,,20.18,,,,,,,,,
A,Annual,KAZ,Kazakhstan,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,3.96,,9.22,,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,553.0,649.0,895.0,988.0,1143.0,1007.0,957.0,1207.0,1554.0,1401.0,1218.0,1744.0,2052.0,
A,Annual,KEN,Kenya,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,597.0,546.0,588.0,636.0,770.0,782.0,744.0,878.0,1150.0,1116.0,1124.0,1230.0,1774.0,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,92.21,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,60.42,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B12_IDEL,Proportion of businesses using the Internet for delivering products online,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,16.63,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,27.71,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,90.21,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,39.45,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,26.4,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,18.73,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B12_ICUST,Proportion of businesses using the Internet for providing customer services,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,36.1,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,24.53,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,84.46,,,,,,,,
A,Annual,KEN,Kenya,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,32.85,,,,,,,,
A,Annual,KGZ,Kyrgyz Republic,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,218.0,223.0,246.0,236.0,,112.0,126.0,122.0,89.0,,79.0,73.0,181.0,
A,Annual,KGZ,Kyrgyz Republic,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,212.0,153.0,268.0,160.0,156.0,134.0,126.0,146.0,113.0,130.0,113.0,,,
A,Annual,KHM,Cambodia,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,103.0,127.0,121.0,125.0,147.0,138.0,99.0,93.0,103.0,158.0,173.0,152.0,222.0,318.0
A,Annual,KHM,Cambodia,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,176.0,192.0,225.0,267.0,385.0,353.0,332.0,356.0,468.0,426.0,387.0,463.0,550.0,543.0
A,Annual,KIR,Kiribati,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,4.0,4.0,5.0,3.0,2.0,2.0,2.0,,0.0,3.0,,0.0,0.0,
A,Annual,KIR,Kiribati,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,
A,Annual,KNA,St. Kitts and Nevis,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,41.0,39.0,45.0,33.0,36.0,36.0,34.0,36.0,42.0,28.0,,,25.0,24.0
A,Annual,KNA,St. Kitts and Nevis,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,79.0,88.0,90.0,112.0,121.0,117.0,118.0,107.0,120.0,134.0,101.0,116.0,137.0,148.0
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,17369.0,21225.0,23738.0,25962.0,31452.0,31135.0,34164.0,36484.0,38827.0,41905.0,43479.0,55905.0,57181.0,63036.0
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,35571.0,36105.0,41194.0,41770.0,44582.0,42891.0,42669.0,49087.0,49801.0,52381.0,51781.0,62591.0,63922.0,67945.0
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,70.65,72.77,76.64,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,84.79,,,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,70.56,72.73,74.16,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,34.29,,,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,25.18,,8.0,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,84.73,,,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,21.4,22.25,21.61,,,,,,,
A,Annual,KOR,"Korea, Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,4.52,,18.63,,,,,,,
A,Annual,KWT,Kuwait,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,3915.0,4101.0,3744.0,4015.0,3649.0,3325.0,3143.0,3099.0,5860.0,5605.0,5427.0,5997.0,6381.0,6857.0
A,Annual,KWT,Kuwait,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,1437.0,1871.0,2013.0,2932.0,2720.0,3137.0,4537.0,4903.0,8079.0,4691.0,3643.0,5587.0,5517.0,5667.0
A,Annual,LAO,Lao PDR,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,39.0,56.0,40.0,85.0,51.0,46.0,32.0,39.0,31.0,62.0,46.0,52.0,34.0,
A,Annual,LAO,Lao PDR,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,23.0,42.0,44.0,72.0,29.0,37.0,29.0,63.0,73.0,72.0,65.0,66.0,51.0,
A,Annual,LBN,Lebanon,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,5663.0,8548.0,6579.0,7509.0,6446.0,7043.0,6760.0,5978.0,6156.0,,2739.0,2626.0,2697.0,2247.0
A,Annual,LBN,Lebanon,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,5339.0,4150.0,3998.0,5076.0,4899.0,5209.0,5248.0,5442.0,5564.0,4660.0,2363.0,2150.0,1797.0,1565.0
A,Annual,LBR,Liberia,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,5.0,7.0,5.0,5.0,6.0,5.0,24.0,10.0,9.0,9.0,71.0,87.0,99.0,
A,Annual,LBR,Liberia,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,154.0,187.0,236.0,289.0,290.0,92.0,68.0,72.0,77.0,70.0,173.0,146.0,141.0,
A,Annual,LBY,Libya,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,88.0,10.0,43.0,49.0,46.0,450.0,53.0,66.0,82.0,103.0,108.0,82.0,,
A,Annual,LBY,Libya,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,700.0,290.0,1299.0,1694.0,2572.0,1808.0,763.0,930.0,1212.0,1910.0,936.0,2110.0,,
A,Annual,LCA,St. Lucia,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,24.0,28.0,26.0,25.0,27.0,26.0,25.0,27.0,25.0,25.0,21.0,22.0,25.0,26.0
A,Annual,LCA,St. Lucia,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,142.0,123.0,125.0,123.0,129.0,145.0,150.0,165.0,175.0,199.0,118.0,141.0,180.0,190.0
A,Annual,LKA,Sri Lanka,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,865.0,1008.0,1066.0,1118.0,1177.0,1237.0,1290.0,1372.0,1422.0,1453.0,1153.0,1339.0,1228.0,1414.0
A,Annual,LKA,Sri Lanka,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,849.0,1047.0,783.0,1011.0,1082.0,1148.0,1190.0,1238.0,1320.0,1361.0,790.0,533.0,494.0,1061.0
A,Annual,LSO,Lesotho,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,10.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0
A,Annual,LSO,Lesotho,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,62.0,84.0,87.0,71.0,68.0,58.0,51.0,62.0,59.0,56.0,47.0,51.0,48.0,47.0
A,Annual,LTU,Lithuania,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,483.0,619.0,643.0,923.0,977.0,881.0,1116.0,1537.0,1871.0,2338.0,2824.0,4950.0,5285.0,7302.0
A,Annual,LTU,Lithuania,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,464.0,583.0,761.0,888.0,1035.0,954.0,1158.0,1237.0,1571.0,1755.0,1989.0,3381.0,4015.0,4579.0
A,Annual,LTU,Lithuania,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,96.86,98.12,99.71,99.74,100.0,100.0,100.0,,,,,,,
A,Annual,LTU,Lithuania,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,62.12,,,,,,,,,,,,,
A,Annual,LTU,Lithuania,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,31.56,38.76,43.1,43.42,41.34,42.11,43.53,,,,,,,
A,Annual,LTU,Lithuania,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,96.17,98.12,99.71,99.74,100.0,100.0,100.0,,,,,,,
A,Annual,LTU,Lithuania,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,38.34,,,,,,,,,,,,,
A,Annual,LTU,Lithuania,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,21.94,24.67,17.22,22.18,19.31,18.97,19.64,,,,,,,
