FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,DNK,Denmark,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,29.26,28.26,29.06,29.77,28.02,27.43,29.03,,,,,,,
A,Annual,DNK,Denmark,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,22.54,,,,,,,,,,,,,
A,Annual,DNK,Denmark,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,98.12,98.7,99.36,99.54,99.67,99.66,99.97,,,,,,,
A,Annual,DNK,Denmark,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,87.83,88.68,89.3,91.78,91.4,91.95,93.34,,,,,,,
A,Annual,DNK,Denmark,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,70.24,70.79,73.54,77.5,71.94,,,,,,,,,
A,Annual,DOM,Dominican Republic,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,331.0,348.0,371.0,336.0,368.0,317.0,343.0,360.0,385.0,346.0,888.0,989.0,982.0,926.0
A,Annual,DOM,Dominican Republic,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,713.0,931.0,890.0,860.0,1014.0,1031.0,1103.0,1022.0,1698.0,1877.0,1500.0,1345.0,1664.0,1626.0
A,Annual,DOM,Dominican Republic,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B12_IDEL,Proportion of businesses using the Internet for delivering products online,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,,,,,6.61,,,
A,Annual,DOM,Dominican Republic,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,,,,,98.47,,,
A,Annual,DOM,Dominican Republic,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,,,,,25.84,,,
A,Annual,DOM,Dominican Republic,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B12_ICUST,Proportion of businesses using the Internet for providing customer services,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,,,,,48.34,,,
A,Annual,DOM,Dominican Republic,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,,,,,38.68,,,
A,Annual,DOM,Dominican Republic,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,,,,,49.73,,,
A,Annual,DZA,Algeria,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,738.0,710.0,813.0,748.0,704.0,784.0,746.0,656.0,646.0,660.0,518.0,638.0,665.0,660.0
A,Annual,DZA,Algeria,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,4836.0,5545.0,3823.0,3550.0,4005.0,3531.0,3687.0,3456.0,3985.0,3306.0,3295.0,2548.0,2831.0,3130.0
A,Annual,ECU,Ecuador,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,,,,,,,268.0,254.0,238.0,283.0,285.0,259.0,325.0,354.0
A,Annual,ECU,Ecuador,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,611.0,646.0,735.0,968.0,968.0,,1137.0,991.0,1077.0,1161.0,1140.0,1218.0,1390.0,1635.0
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,98.73,,97.51,97.95,98.77,97.46,97.52,97.86,,95.64,97.62,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,83.97,81.19,83.7,80.92,,80.41,82.39,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B12_IDEL,Proportion of businesses using the Internet for delivering products online,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,27.97,30.8,29.96,31.16,,34.49,38.97,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,32.4,,37.88,36.91,39.46,43.09,42.61,44.01,,46.53,46.12,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,95.83,,96.22,96.59,99.46,98.67,99.07,99.49,,98.96,99.39,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,42.84,,44.4,48.42,36.56,37.78,37.82,38.85,,41.72,42.98,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,9.24,,8.46,9.28,13.69,15.45,26.72,28.64,,34.9,38.72,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,,,,,22.5,23.76,24.63,25.96,,27.46,22.05,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B12_ICUST,Proportion of businesses using the Internet for providing customer services,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,30.31,,27.13,30.07,69.29,72.37,72.41,76.74,,82.35,82.19,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,28.64,,33.88,33.35,39.5,46.38,47.56,50.18,,55.85,58.0,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,43.14,,53.27,61.39,65.04,67.01,65.96,65.7,,68.39,67.54,
A,Annual,ECU,Ecuador,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,14.53,,14.73,13.94,16.03,22.0,40.08,37.38,,41.75,47.1,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,2120.0,1948.0,2166.0,1873.0,2661.0,2010.0,2228.0,1798.0,1982.0,2434.0,2697.0,3468.0,4279.0,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,4110.0,4159.0,4967.0,4386.0,4899.0,4636.0,4777.0,6003.0,6656.0,7565.0,6199.0,7112.0,6548.0,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,74.2,,,,80.13,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,39.66,,,,56.56,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B12_IDEL,Proportion of businesses using the Internet for delivering products online,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,10.73,,,,13.61,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,19.95,,,,26.58,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,54.73,,,,60.5,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,27.11,,,,39.3,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,2.61,,,,4.99,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,5.17,,,,9.61,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B12_ICUST,Proportion of businesses using the Internet for providing customer services,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,25.14,,,,38.43,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,14.49,,,,19.17,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,27.88,,,,38.01,,,,,,,
A,Annual,EGY,"Egypt, Arab Rep.",UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,,,1.89,,,,4.1,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,,,36559.0,36217.0,39268.0,34520.0,37094.0,41897.0,45703.0,48227.0,45642.0,54803.0,59560.0,73576.0
A,Annual,ESP,Spain,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,,,33542.0,30923.0,34697.0,32386.0,34676.0,35993.0,41127.0,43504.0,39980.0,46003.0,46006.0,48332.0
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,98.41,98.05,97.76,98.49,98.8,98.79,98.82,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,84.64,,,,,,,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,55.02,52.8,55.26,56.28,56.79,58.3,58.27,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,96.68,96.62,96.29,96.83,97.86,97.99,97.86,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,25.13,,,,,,,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,12.96,12.14,14.2,14.31,18.47,17.94,20.57,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,16.2,,,,,,,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,98.62,98.75,98.61,98.68,99.01,99.2,99.18,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,61.56,64.44,68.22,68.44,72.89,74.7,75.01,,,,,,,
A,Annual,ESP,Spain,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,23.71,22.65,21.45,22.02,27.96,26.14,31.62,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,1218.0,1402.0,1425.0,1635.0,1860.0,1625.0,1851.0,2162.0,2447.0,2662.0,2976.0,5319.0,5876.0,6334.0
A,Annual,EST,Estonia,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,953.0,1105.0,1059.0,1235.0,1366.0,1210.0,1286.0,1417.0,1643.0,1635.0,3767.0,5187.0,4277.0,4391.0
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,96.52,96.28,97.16,97.21,97.05,97.52,96.33,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,64.13,,,,,,,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,46.44,46.21,46.86,46.93,45.45,45.2,46.52,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,95.83,95.66,96.26,96.65,95.87,97.0,95.57,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,26.01,,,,,,,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,10.76,12.37,12.63,12.68,14.46,15.1,18.32,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,19.3,,,,,,,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,98.61,98.28,98.63,98.72,97.59,98.56,98.22,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,70.04,72.63,74.97,75.74,77.55,79.73,77.93,,,,,,,
A,Annual,EST,Estonia,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,23.31,9.57,13.32,14.01,32.31,23.41,24.59,,,,,,,
A,Annual,ETH,Ethiopia,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,184.0,165.0,182.0,172.0,161.0,158.0,171.0,186.0,243.0,271.0,251.0,356.0,312.0,364.0
A,Annual,ETH,Ethiopia,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,321.0,443.0,499.0,488.0,534.0,587.0,625.0,515.0,775.0,744.0,757.0,790.0,830.0,974.0
A,Annual,FIN,Finland,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,13041.0,15464.0,15251.0,15737.0,16267.0,15650.0,16895.0,18531.0,19690.0,22267.0,22867.0,26161.0,24486.0,24376.0
A,Annual,FIN,Finland,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,16027.0,15836.0,16992.0,16729.0,16501.0,14403.0,14878.0,15372.0,18338.0,20190.0,21483.0,23584.0,23572.0,23253.0
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B1,Proportion of businesses using computers,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,99.78,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B10,Proportion of businesses with a local area network (LAN),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,84.85,,,,,,,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B2,Proportion of persons employed routinely using computers,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,70.83,71.52,71.73,72.08,74.96,76.13,75.54,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UBS_ANN_ALL_B3,Proportion of businesses using the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,99.78,99.85,100.0,100.0,100.0,100.0,100.0,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B6,Proportion of businesses with an Intranet (All activities),PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,45.68,,,,,,,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UISIC3N1_ANN_00_B7,Proportion of businesses receiving orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,18.92,20.89,20.75,19.33,19.06,19.46,21.75,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B11,Proportion of businesses with an extranet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,33.83,,,,,,,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B4,Proportion of persons employed routinely using the Internet,PT_SAL,Percentage of employees,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,99.87,99.98,100.0,100.0,99.98,100.0,100.0,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B5,Proportion of businesses with a web presence,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,87.32,92.56,91.3,93.64,95.1,95.2,95.33,,,,,,,
A,Annual,FIN,Finland,UNCTAD_DE_ICT_CORE_UISIC4_ANN_00_B8,Proportion of businesses placing orders over the Internet,PT_BS,Percentage of businesses,MEAN,Mean,UNCTAD_DE,Digital Economy and Technology,0,Units,A,Normal value,PU,Public,42.53,47.71,49.81,46.7,50.7,50.54,,,,,,,,
A,Annual,FJI,Fiji,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,25.0,27.0,35.0,32.0,32.0,31.0,34.0,44.0,43.0,35.0,23.0,22.0,32.0,43.0
A,Annual,FJI,Fiji,UNCTAD_DE_DIG_SERVTRADE_ANN_IMP,International imports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,80.0,117.0,140.0,121.0,149.0,127.0,131.0,146.0,154.0,166.0,136.0,134.0,141.0,156.0
A,Annual,FRA,France,UNCTAD_DE_DIG_SERVTRADE_ANN_EXP,International exports in digitally-deliverable services,USD,US dollars,SUM,Sum,UNCTAD_DE,Digital Economy and Technology,6,Millions,A,Normal value,PU,Public,95231.0,108330.0,109297.0,124139.0,135254.0,124334.0,132909.0,132522.0,154876.0,149679.0,134846.0,155536.0,155625.0,184968.0
