imdb_id,type,title,director,language,country,year,released_at,runtime,imdb_rating,metascore,imdb_votes,country_group
tt0101414,movie,Beauty and the Beast,"Gary Trousdale, Kirk Wise","English, French",USA,1991,1991-11-22,84,8.0,95.0,404632,usa
tt0317132,movie,Because of Winn-Dixie,Wayne Wang,English,USA,2005,2005-02-18,106,6.3,54.0,10040,usa
tt0066817,movie,Bedknobs and Broomsticks,"Robert Stevenson, Ward Kimball","English, German",USA,1971,1971-12-13,117,7.1,59.0,32823,usa
tt0960731,movie,Bedtime Stories,Adam Shankman,English,USA,2008,2008-12-25,99,6.0,33.0,85524,usa
tt5929776,movie,Before the Flood,Fisher Stevens,English,USA,2016,2016-10-30,96,8.3,63.0,25171,usa
tt0094739,movie,Big Business,Jim Abrahams,"English, Italian",USA,1988,1988-06-10,97,6.4,53.0,11575,usa
tt2245084,movie,Big Hero 6,"Don Hall, Chris Williams",English,USA,2014,2014-11-07,102,7.8,74.0,393016,usa
tt0109287,movie,Blank Check,Rupert Wainwright,English,USA,1994,1994-02-11,93,5.3,42.0,18277,usa
tt0397892,movie,Bolt,"Byron Howard, Chris Williams",English,USA,2008,2008-11-21,96,6.8,67.0,182591,usa
tt0395479,movie,Boundin',"Bud Luckey, Roger Gould(co-director)",English,USA,2003,2004-11-05,5,7.0,,12312,usa
tt0105958,series,Boy Meets World,,English,USA,1993,1993-09-24,23,8.1,,37279,usa
tt1217209,movie,Brave,"Mark Andrews, Brenda Chapman, Steve Purcell(co-director)",English,"USA, UK",2012,2012-06-22,93,7.1,69.0,357239,usa_other
tt0328880,movie,Brother Bear,"Aaron Blaise, Robert Walker","English, Inuktitut, Croatian, Serbian",USA,2003,2003-11-07,85,6.8,48.0,92453,usa
tt0465925,movie,Brother Bear 2,Ben Gluck,English,USA,2006,2006-08-29,74,6.2,,13878,usa
tt0294425,movie,Cadet Kelly,Larry Shaw,English,"USA, Canada",2002,2002-03-08,101,5.5,,12570,usa_other
tt1055366,movie,Camp Rock,Matthew Diamond,"English, Portuguese",USA,2008,2008-06-20,94,5.2,,28782,usa
tt1252380,movie,Camp Rock 2: The Final Jam,Paul Hoen,English,USA,2010,2010-09-03,97,5.2,,15387,usa
tt0317219,movie,Cars,"John Lasseter, Joe Ranft(co-director)","English, Italian, Japanese, Yiddish",USA,2006,2006-06-09,117,7.1,73.0,349674,usa
tt1216475,movie,Cars 2,"John Lasseter, Bradford Lewis(co-director)","English, Japanese, Italian, French",USA,2011,2011-06-24,106,6.1,57.0,150876,usa
tt3606752,movie,Cars 3,Brian Fee,English,USA,2017,2017-06-16,102,6.7,59.0,68243,usa
tt0349205,movie,Cheaper by the Dozen,Shawn Levy,English,USA,2003,2003-12-25,98,5.9,46.0,90580,usa
tt0371606,movie,Chicken Little,Mark Dindal,English,USA,2005,2005-11-04,81,5.7,48.0,82825,usa
tt0096557,series,Chip 'n' Dale Rescue Rangers,,English,"USA, Taiwan, South Korea, China, Japan, UK",1988,1989-03-04,22,7.6,,16431,usa_other
tt0042332,movie,Cinderella,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",English,USA,1950,1950-03-04,74,7.3,85.0,139378,usa
tt2380307,movie,Coco,"Lee Unkrich, Adrian Molina(co-director)","English, Spanish",USA,2017,2017-11-22,105,8.4,81.0,333411,usa
tt0997047,movie,College Road Trip,Roger Kumble,English,USA,2008,2008-03-07,83,4.3,36.0,14974,usa
tt0361467,movie,Confessions of a Teenage Drama Queen,Sara Sugarman,English,"Germany, USA",2004,2004-02-20,89,4.6,33.0,26686,usa_other
tt0106611,movie,Cool Runnings,Jon Turteltaub,"English, German, Russian",USA,1993,1993-10-01,98,7.0,60.0,88123,usa
tt0101076,series,Darkwing Duck,,English,USA,1991,1991-09-06,30,7.6,,13689,usa
tt1620446,movie,Day & Night,Teddy Newton,English,USA,2010,2010-06-18,6,8.1,,16108,usa
tt1196141,movie,Diary of a Wimpy Kid,Thor Freudenthal,"English, German","USA, UK",2010,2010-03-19,120,6.2,56.0,40808,usa_other
tt0130623,movie,Dinosaur,"Eric Leighton, Ralph Zondag",English,USA,2000,2000-05-19,82,6.5,56.0,50895,usa
tt3440298,movie,Descendants,Kenny Ortega,English,USA,2015,2015-07-31,112,6.4,,14470,usa
tt1865718,series,Gravity Falls,,English,USA,2012,2012-06-15,23,8.9,,63771,usa
tt0092345,series,DuckTales,,English,USA,1987,1987-09-18,23,8.1,,27880,usa
tt0278866,series,Kim Possible,,English,"USA, Philippines, South Korea",2002,2002-06-07,30,7.2,,22207,usa_other
tt0126170,series,Recess,,English,USA,1997,1997-08-31,23,7.8,,21355,usa
tt0219854,movie,The Kid,Jon Turteltaub,English,USA,2000,2000-07-07,104,6.1,45.0,39194,usa
tt0118998,movie,Doctor Dolittle,Betty Thomas,English,USA,1998,1998-06-26,85,5.4,46.0,89150,usa
tt0240462,movie,Dr. Dolittle 2,Steve Carr,English,USA,2001,2001-06-22,87,4.7,49.0,40531,usa
tt0099472,movie,DuckTales the Movie: Treasure of the Lost Lamp,Bob Hathcock,English,"France, USA",1990,1990-08-03,74,6.9,,24234,usa_other
tt3861390,movie,Dumbo,Tim Burton,"English, French","USA, UK, Australia, Canada",2019,2019-03-29,112,6.3,51.0,58882,usa_other
tt0397313,movie,Eight Below,Frank Marshall,English,USA,2006,2006-02-17,120,7.3,64.0,58850,usa
tt0206511,series,Even Stevens,,English,USA,2000,2000-06-17,30,7.6,,13163,usa
tt0032455,movie,Fantasia,"James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen",English,USA,1940,1941-07-21,125,7.8,96.0,84999,usa
tt0120910,movie,Fantasia 2000,"James Algar, Gaëtan Brizzi, Paul Brizzi, Hendel Butoy, Francis Glebas, Eric Goldberg, Don Hahn, Pixote Hunt",English,USA,1999,2000-06-16,75,7.2,59.0,33785,usa
tt2277860,movie,Finding Dory,"Andrew Stanton, Angus MacLane(co-director)","English, Indonesian",USA,2016,2016-06-17,97,7.3,77.0,227414,usa
tt0266543,movie,Finding Nemo,"Andrew Stanton, Lee Unkrich(co-director)",English,"USA, Australia",2003,2003-05-30,100,8.1,90.0,911647,usa_other
tt0091059,movie,Flight of the Navigator,Randal Kleiser,English,USA,1986,1986-08-01,90,6.9,64.0,42322,usa
tt0119137,movie,Flubber,Les Mayfield,English,USA,1997,1997-11-26,93,5.3,37.0,81512,usa
tt0248808,movie,For the Birds,Ralph Eggleston,,USA,2000,2001-11-02,3,8.0,,28126,usa
tt1142977,movie,Frankenweenie,Tim Burton,English,USA,2012,2012-10-05,87,6.9,74.0,94078,usa
tt0087291,movie,Frankenweenie,Tim Burton,English,USA,1984,1984-12-21,29,7.3,,10736,usa
tt0076054,movie,Freaky Friday,Gary Nelson,English,USA,1976,1977-01-21,95,6.3,51.0,11109,usa
tt0322330,movie,Freaky Friday,Mark Waters,"English, Mandarin",USA,2003,2003-08-06,97,6.1,70.0,120172,usa
tt7775622,movie,Free Solo,"Jimmy Chin, Elizabeth Chai Vasarhelyi",English,USA,2018,2018-12-13,100,8.2,83.0,46710,usa
tt2294629,movie,Frozen,"Chris Buck, Jennifer Lee","English, Norwegian",USA,2013,2013-11-27,102,7.5,75.0,551637,usa
tt4520988,movie,Frozen II,"Chris Buck, Jennifer Lee",English,USA,2019,2019-11-22,103,7.0,64.0,106368,usa
tt0436339,movie,G-Force,Hoyt Yeatman,"Spanish, English",USA,2009,2009-07-24,88,5.1,41.0,41151,usa
tt0108783,series,Gargoyles,,English,USA,1994,1994-10-24,30,8.1,,13699,usa
tt1835977,movie,Geek Charming,Jeffrey Hornaday,English,USA,2011,2011-11-11,94,6.4,,10723,usa
tt0119190,movie,George of the Jungle,Sam Weisman,"English, Spanish",USA,1997,1997-07-16,92,5.4,53.0,68409,usa
tt0131409,movie,Geri's Game,Jan Pinkava,,USA,1997,1997-11-25,4,7.9,,21679,usa
tt2543796,series,Girl Meets World,,English,USA,2014,2014-06-27,23,7.2,,12220,usa
tt0385726,movie,Glory Road,James Gartner,English,USA,2006,2006-01-13,118,7.2,58.0,41442,usa
tt1415889,series,Good Luck Charlie,,English,USA,2010,2010-04-04,22,7.0,,17475,usa
tt0173886,movie,Halloweentown,Duwayne Dunham,English,USA,1998,1998-10-17,84,6.8,,11872,usa
tt0493093,series,Hannah Montana,,English,USA,2006,2006-03-24,23,5.0,,35066,usa
tt1114677,movie,Hannah Montana: The Movie,Peter Chelsom,English,USA,2009,2009-04-10,102,4.4,47.0,38414,usa
tt0110006,movie,Heavyweights,Steven Brill,English,USA,1995,1995-02-17,100,6.6,42.0,24212,usa
tt0400497,movie,Herbie Fully Loaded,Angela Robinson,English,USA,2005,2005-06-22,101,4.8,47.0,43653,usa
tt0119282,movie,Hercules,"Ron Clements, John Musker","English, Spanish, Greek","USA, France",1997,1997-06-20,93,7.3,74.0,195894,usa_other
tt0475293,movie,High School Musical,Kenny Ortega,"English, Spanish",USA,2006,2006-01-20,98,5.4,,77328,usa
tt0810900,movie,High School Musical 2,Kenny Ortega,English,USA,2007,2007-08-17,104,5.0,,52782,usa
tt0962726,movie,High School Musical 3,Kenny Ortega,English,USA,2008,2008-10-24,112,4.8,57.0,55628,usa
tt0107120,movie,Hocus Pocus,Kenny Ortega,"English, French",USA,1993,1993-07-16,96,6.9,,89713,usa
tt0311289,movie,Holes,Andrew Davis,English,USA,2003,2003-04-18,117,7.0,71.0,74143,usa
tt0119303,movie,Home Alone 3,Raja Gosnell,"English, Polish",USA,1997,1997-12-12,102,4.5,,101062,usa
tt0299172,movie,Home on the Range,"Will Finn, John Sanford","English, Mandarin",USA,2004,2004-04-02,76,5.3,50.0,19123,usa
tt0116552,movie,Homeward Bound II: Lost in San Francisco,David R. Ellis,English,USA,1996,1996-03-08,88,5.9,,13127,usa
tt0107131,movie,Homeward Bound: The Incredible Journey,Duwayne Dunham,English,USA,1993,1993-02-12,84,6.9,,40421,usa
tt0104437,movie,"Honey, I Blew Up the Kid",Randal Kleiser,English,USA,1992,1992-07-17,89,4.8,50.0,39775,usa
tt0097523,movie,"Honey, I Shrunk the Kids",Joe Johnston,English,"USA, Mexico",1989,1989-06-23,93,6.3,63.0,137074,usa_other
tt0119310,movie,"Honey, We Shrunk Ourselves!",Dean Cundey,English,USA,1997,1997-03-18,74,5.0,,12439,usa
tt0268380,movie,Ice Age,"Chris Wedge, Carlos Saldanha(co-director)",English,USA,2002,2002-03-15,81,7.5,60.0,421204,usa
tt0396652,movie,Ice Princess,Tim Fywell,English,"USA, Canada",2005,2005-03-18,98,6.0,55.0,23891,usa_other
tt2096673,movie,Inside Out,"Pete Docter, Ronnie Del Carmen(co-director)",English,USA,2015,2015-06-19,95,8.2,94.0,577209,usa
tt0141369,movie,Inspector Gadget,David Kellogg,"English, Norwegian, French, Spanish",USA,1999,1999-07-23,78,4.1,36.0,43808,usa
tt0445990,movie,Invincible,Ericson Core,English,USA,2006,2006-08-25,105,7.1,63.0,63682,usa
tt0116669,movie,Jack,Francis Ford Coppola,"English, Spanish",USA,1996,1996-08-09,113,5.8,31.0,54474,usa
tt0455565,movie,Jack-Jack Attack,Brad Bird,English,USA,2005,2008-01-11,5,7.6,,13829,usa
tt0116683,movie,James and the Giant Peach,Henry Selick,English,"UK, USA",1996,1996-04-12,79,6.7,78.0,57814,usa_other
tt1865769,series,Jessie,,English,USA,2011,2011-09-30,30,5.9,,11715,usa
tt0401729,movie,John Carter,Andrew Stanton,English,USA,2012,2012-03-09,132,6.6,51.0,248903,usa
tt1229827,movie,Jonas Brothers: The 3D Concert Experience,Bruce Hendricks,English,USA,2009,2009-02-27,76,1.5,45.0,17198,usa
tt0052948,movie,Journey to the Center of the Earth,Henry Levin,"English, Swedish, French, Italian, Russian",USA,1959,1959-12-01,129,7.0,,15008,usa
tt0119432,movie,Jungle 2 Jungle,John Pasquin,English,"USA, France",1997,1997-03-07,105,5.2,42.0,22111,usa_other
tt0116756,movie,Kazaam,Paul Michael Glaser,English,USA,1996,1996-07-17,93,3.0,24.0,22405,usa
tt0401398,movie,Kronk's New Groove,"Saul Blinkoff, Elliot M. Bour",English,USA,2005,2005-12-13,75,5.8,,10599,usa
tt1957945,movie,La Luna,Enrico Casarosa,,USA,2011,2012-06-22,7,8.0,,12217,usa
tt8096832,movie,Lady and the Tramp,Charlie Bean,English,USA,2019,2019-11-12,103,6.3,48.0,12134,usa
tt0048280,movie,Lady and the Tramp,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",English,USA,1955,1955-06-22,76,7.3,78.0,116990,usa
tt1648204,movie,Lemonade Mouth,Patricia Riggen,English,USA,2011,2011-04-15,103,6.9,,13515,usa
tt0945571,movie,Lifted,Gary Rydstrom,,USA,2006,2007-06-29,5,7.9,,17178,usa
tt0275847,movie,Lilo & Stitch,"Dean DeBlois, Chris Sanders","English, Hawaiian",USA,2002,2002-06-21,85,7.2,73.0,160264,usa
tt0457993,movie,Lilo & Stitch 2: Stitch Has a Glitch,"Michael LaBash, Tony Leondis","English, French, Spanish",USA,2005,2005-08-30,68,6.3,,11210,usa
tt0273366,series,Lizzie McGuire,,English,USA,2001,2001-01-12,30,6.6,,16649,usa
tt1305591,movie,Mars Needs Moms,Simon Wells,English,USA,2011,2011-03-11,88,5.4,49.0,20441,usa
tt0112175,series,Spider-Man: The Animated Series,,English,USA,1994,1994-11-19,23,8.3,,24829,usa
tt0103584,series,X-Men: The Animated Series,,English,"USA, Canada",1992,1992-10-31,23,8.4,,36206,usa_other
tt0478970,movie,Ant-Man,Peyton Reed,English,USA,2015,2015-07-17,117,7.3,64.0,540523,usa
tt2395427,movie,Avengers: Age of Ultron,Joss Whedon,"English, Korean",USA,2015,2015-05-01,141,7.3,66.0,711205,usa
tt4154796,movie,Avengers: Endgame,"Anthony Russo, Joe Russo","English, Japanese, Xhosa, German",USA,2019,2019-04-26,181,8.4,78.0,694527,usa
tt1825683,movie,Black Panther,Ryan Coogler,"English, Swahili, Nama, Xhosa, Korean",USA,2018,2018-02-16,134,7.3,88.0,579293,usa
tt3498820,movie,Captain America: Civil War,"Anthony Russo, Joe Russo","English, German, Xhosa, Russian, Romanian, Hindi",USA,2016,2016-05-06,147,7.8,75.0,628016,usa
